"sku","year","make","model","option","category","subcategory","country"
"sku1",1998,"JCB","FASTRAC 21504WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"JCB","FASTRAC 21252WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"JCB","FASTRAC 21254WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"JCB","FASTRAC 31554WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"JCB","FASTRAC 31854WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"JCB","FASTRAC 21352WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"JCB","FASTRAC 31852WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"JCB","FASTRAC 31854WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"JCB","FASTRAC 21154WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"JCB","FASTRAC 21252WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"JCB","FASTRAC 21254WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"JCB","FASTRAC 21504WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"JCB","FASTRAC 31554WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"JCB","FASTRAC 21154WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"JCB","FASTRAC 31854WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"JCB","FASTRAC 2140","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"JCB","FASTRAC 3170","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"JCB","FASTRAC 31904WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2006,"JCB","FASTRAC 3170","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2006,"JCB","FASTRAC 3230","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2008,"JCB","FASTRAC 2170","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2008,"JCB","FASTRAC 3230","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2009,"JCB","FASTRAC 2155","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2009,"JCB","FASTRAC 7270","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1982,"Jack Rabbit","NS 400","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1983,"Jack Rabbit","NS 400","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1988,"Jack Rabbit","FEILD ELEVATOR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1988,"Jack Rabbit","SHUTTLE","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1991,"Jack Rabbit","SHUTTLE","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1996,"Jack Rabbit","FEILD ELEVATOR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1999,"Jack Rabbit","SHUTTLE","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1995,"John Bean","DM20E","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1996,"John Bean","DMP10","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1996,"John Bean","DMP15E","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1996,"John Bean","DO10","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1996,"John Bean","DO20","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1997,"John Bean","DM10","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1997,"John Bean","DMP10","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1997,"John Bean","DO10","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1997,"John Bean","JET 300","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1997,"John Bean","JET 600","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1998,"John Bean",593,"Base","Sprayer","Agricultural Equipment","USA"
"sku1",1999,"John Bean","JET 600","Base","Sprayer","Agricultural Equipment","USA"
"sku1",2003,"John Bean",9300,"Base","Sprayer","Agricultural Equipment","USA"
"sku1",1980,"John Deere","9920 COTTON PK","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1981,"John Deere",4420,"Base","Combine","Agricultural Equipment","USA"
"sku1",1981,"John Deere","7440 COTTON STP","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1981,"John Deere",8820,"Base","Combine","Agricultural Equipment","USA"
"sku1",1981,"John Deere","9920 COTTON PK","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1981,"John Deere","SIDEHILL 6620","Base","Combine","Agricultural Equipment","USA"
"sku1",1982,"John Deere",4050,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1982,"John Deere",4550,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1982,"John Deere",6620,"Base","Combine","Agricultural Equipment","USA"
"sku1",1983,"John Deere",4050,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1983,"John Deere",4650,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1983,"John Deere",8850,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1984,"John Deere","7440 COTTON STP","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1985,"John Deere",2150,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1985,"John Deere",2255,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1985,"John Deere",4050,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1985,"John Deere",4650,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1985,"John Deere",7720,"Base","Combine","Agricultural Equipment","USA"
"sku1",1985,"John Deere","9920 COTTON PK","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1985,"John Deere","SIDEHILL 6620","Base","Combine","Agricultural Equipment","USA"
"sku1",1986,"John Deere",2150,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1986,"John Deere",4050,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1986,"John Deere",4450,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1986,"John Deere",4850,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1986,"John Deere",5830,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1986,"John Deere",6620,"Base","Combine","Agricultural Equipment","USA"
"sku1",1986,"John Deere",7720,"Base","Combine","Agricultural Equipment","USA"
"sku1",1986,"John Deere",855,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1986,"John Deere",8650,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1986,"John Deere",8820,"Base","Combine","Agricultural Equipment","USA"
"sku1",1987,"John Deere",2255,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1987,"John Deere",755,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1987,"John Deere",855,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1987,"John Deere","9930 COTTON PK","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1988,"John Deere",4050,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1988,"John Deere",5730,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1988,"John Deere",5830,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1988,"John Deere","6622 HILLSIDE","Base","Combine","Agricultural Equipment","USA"
"sku1",1988,"John Deere",7720,"Base","Combine","Agricultural Equipment","USA"
"sku1",1988,"John Deere","7722 HILLSIDE","Base","Combine","Agricultural Equipment","USA"
"sku1",1988,"John Deere",8970,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1989,"John Deere",3430,"Base","Windrower","Agricultural Equipment","USA"
"sku1",1989,"John Deere",4050,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1989,"John Deere",4450,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1989,"John Deere",4555,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1989,"John Deere",4850,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1989,"John Deere",655,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1989,"John Deere","7440 COTTON STP","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1989,"John Deere",755,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1989,"John Deere",8650,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1989,"John Deere",8970,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1989,"John Deere",955,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1990,"John Deere",2350,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1990,"John Deere",3430,"Base","Windrower","Agricultural Equipment","USA"
"sku1",1990,"John Deere",4055,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1990,"John Deere",4250,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1990,"John Deere",4450,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1990,"John Deere","7722 HILLSIDE","Base","Combine","Agricultural Equipment","USA"
"sku1",1990,"John Deere",8450,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1990,"John Deere",8770,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1990,"John Deere",9500,"Base","Combine","Agricultural Equipment","USA"
"sku1",1990,"John Deere",9600,"Base","Combine","Agricultural Equipment","USA"
"sku1",1991,"John Deere",2150,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1991,"John Deere",4250,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1991,"John Deere",655,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1991,"John Deere","7450 COTTON STP","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1991,"John Deere",8450,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1991,"John Deere",9400,"Base","Combine","Agricultural Equipment","USA"
"sku1",1991,"John Deere",9500,"Base","Combine","Agricultural Equipment","USA"
"sku1",1991,"John Deere",9600,"Base","Combine","Agricultural Equipment","USA"
"sku1",1992,"John Deere",3830,"Base","Windrower","Agricultural Equipment","USA"
"sku1",1992,"John Deere",4055,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"John Deere",4255,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"John Deere",4960,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"John Deere",6100,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"John Deere","6200-2","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"John Deere","6300-2","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"John Deere",6600,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"John Deere",6710,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1992,"John Deere",6800,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"John Deere",6910,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1992,"John Deere","7450 COTTON STP","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1992,"John Deere",8650,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"John Deere",9600,"Base","Combine","Agricultural Equipment","USA"
"sku1",1992,"John Deere","SIDEHILL 662","Base","Combine","Agricultural Equipment","USA"
"sku1",1993,"John Deere",4255,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1993,"John Deere",4455,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1993,"John Deere",4960,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1993,"John Deere",5300,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1993,"John Deere","6200-2","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1993,"John Deere","6300-4","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1993,"John Deere",6610,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1993,"John Deere",6910,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1993,"John Deere",7710,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1993,"John Deere",9500,"Base","Combine","Agricultural Equipment","USA"
"sku1",1993,"John Deere",955,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1994,"John Deere",3830,"Base","Windrower","Agricultural Equipment","USA"
"sku1",1994,"John Deere","6200-2","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1994,"John Deere","6200-4","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1994,"John Deere",6710,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1994,"John Deere",7410,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1994,"John Deere",755,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1994,"John Deere",7800,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1994,"John Deere",8300,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1994,"John Deere",855,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1994,"John Deere",9600,"Base","Combine","Agricultural Equipment","USA"
"sku1",1994,"John Deere","9600   OPT","Base","Combine","Agricultural Equipment","USA"
"sku1",1995,"John Deere",3830,"Base","Windrower","Agricultural Equipment","USA"
"sku1",1995,"John Deere",5200,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1995,"John Deere",5300,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1995,"John Deere","6300-2","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1995,"John Deere",6910,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1995,"John Deere",755,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1995,"John Deere",7610,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1995,"John Deere",7800,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1995,"John Deere",8300,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1995,"John Deere",9400,"Base","Combine","Agricultural Equipment","USA"
"sku1",1995,"John Deere","CTS","Base","Combine","Agricultural Equipment","USA"
"sku1",1996,"John Deere",5200,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"John Deere",5500,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"John Deere",6100,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"John Deere","6400-2","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"John Deere",6610,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1996,"John Deere",7210,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"John Deere","7450 COTTON STP","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1996,"John Deere",7610,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"John Deere",7710,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"John Deere",8570,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"John Deere",8970,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"John Deere",9100,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"John Deere",9300,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"John Deere",9400,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"John Deere",9500,"Base","Combine","Agricultural Equipment","USA"
"sku1",1997,"John Deere",5400,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1997,"John Deere","6400-2","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1997,"John Deere","6400-4","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1997,"John Deere",6610,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1997,"John Deere",755,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1997,"John Deere",7710,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1997,"John Deere",8400,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1997,"John Deere",9300,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1997,"John Deere","CTS","Base","Combine","Agricultural Equipment","USA"
"sku1",1998,"John Deere",5200,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1998,"John Deere",6110,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1998,"John Deere",6510,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1998,"John Deere",6600,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1998,"John Deere",6610,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1998,"John Deere",8870,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1998,"John Deere","9510 - 220","Base","Combine","Agricultural Equipment","USA"
"sku1",1998,"John Deere","9930 COTTON PIK","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1998,"John Deere","9930 COTTON PK","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1998,"John Deere","CTS","Base","Combine","Agricultural Equipment","USA"
"sku1",1999,"John Deere",4200,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"John Deere",4400,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"John Deere",5210,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"John Deere",6210,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"John Deere",6510,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"John Deere",6605,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"John Deere",6750,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1999,"John Deere",6950,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1999,"John Deere",755,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"John Deere",7810,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"John Deere",8100,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"John Deere",8200,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"John Deere",8310,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"John Deere",8400,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"John Deere","8410T","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"John Deere",9200,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"John Deere","CTS II","Base","Combine","Agricultural Equipment","USA"
"sku1",2000,"John Deere",4300,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"John Deere",4700,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"John Deere",5310,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"John Deere",6510,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"John Deere",7410,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"John Deere","7455 COTTON STP","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",2000,"John Deere",8210,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"John Deere","8210T","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"John Deere",9200,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"John Deere","9930 COTTON PIK","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",2001,"John Deere",4010,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"John Deere",4210,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"John Deere",5420,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"John Deere",5520,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"John Deere",6110,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"John Deere",6210,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"John Deere",6410,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"John Deere",6950,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",2001,"John Deere","7455 COTTON STP","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",2001,"John Deere",8310,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"John Deere","8310T","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"John Deere","8520 MFWD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"John Deere",9200,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"John Deere",9400,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"John Deere","9420 4WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"John Deere","9420T","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"John Deere","9650 SINGLE TINE SEPARATOR","Base","Combine","Agricultural Equipment","USA"
"sku1",2002,"John Deere",4010,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"John Deere",5320,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"John Deere",5420,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"John Deere",6220,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"John Deere",6320,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"John Deere",6415,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"John Deere",6420,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"John Deere",6750,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",2002,"John Deere",6920,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"John Deere",6950,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",2002,"John Deere",7320,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"John Deere",7610,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"John Deere","8320 MFWD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"John Deere","8420T","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"John Deere","9520T","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"John Deere",4010,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"John Deere",4510,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"John Deere",4895,"Base","Windrower","Agricultural Equipment","USA"
"sku1",2003,"John Deere",6220,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"John Deere",6320,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"John Deere",6403,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"John Deere",6820,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"John Deere",6850,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",2003,"John Deere",7420,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"John Deere","7920 MFWD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"John Deere","8220 MFWD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"John Deere","8420T","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"John Deere","9320 4WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"John Deere","9650 SINGLE TINE SEPARATOR","Base","Combine","Agricultural Equipment","USA"
"sku1",2003,"John Deere","9660 STS","Base","Combine","Agricultural Equipment","USA"
"sku1",2003,"John Deere","9880I (EXPORT)","Base","Combine","Agricultural Equipment","USA"
"sku1",2003,"John Deere",990,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere",4110,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere",4210,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere",4310,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere",4510,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere",4520,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere",4710,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere",4895,"Base","Windrower","Agricultural Equipment","USA"
"sku1",2004,"John Deere",5420,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere",5425,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere",6220,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere",6403,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere",6415,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere",6420,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere",6615,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere",6620,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere",6720,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere",6820,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere",7320,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere",7520,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere","8420T","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere","9320T","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere","9520 4WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere","9520T","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere","9620 4WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2004,"John Deere","9660 CTS","Base","Combine","Agricultural Equipment","USA"
"sku1",2004,"John Deere","9760 STS","Base","Combine","Agricultural Equipment","USA"
"sku1",2004,"John Deere","9860 STS","Base","Combine","Agricultural Equipment","USA"
"sku1",2004,"John Deere",990,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"John Deere",4115,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"John Deere",4520,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"John Deere",5525,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"John Deere",6215,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"John Deere",6220,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"John Deere",6320,"Base","Agricultural Tractor","Agricultural Equipment","USA"
