"sku","year","make","model","option","category","subcategory","country"
"sku1",2005,"John Deere",6415,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"John Deere",6420,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"John Deere",6520,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"John Deere",6615,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"John Deere",6620,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"John Deere",7420,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"John Deere",790,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"John Deere","8220 MFWD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"John Deere","8430T","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"John Deere","8520 MFWD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"John Deere","9120 4WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"John Deere","9560 STS","Base","Combine","Agricultural Equipment","USA"
"sku1",2005,"John Deere","9660 STS","Base","Combine","Agricultural Equipment","USA"
"sku1",2006,"John Deere",3720,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2006,"John Deere",4320,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2006,"John Deere",4520,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2006,"John Deere",790,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2006,"John Deere","790 4WD OPT.","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2006,"John Deere","7930 LARGE FRAME","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2006,"John Deere","8330 MFWD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2006,"John Deere","8330T","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2006,"John Deere","8530 MFWD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2006,"John Deere","9420T","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2006,"John Deere","9560 STS","Base","Combine","Agricultural Equipment","USA"
"sku1",2006,"John Deere","9560I (EXPORT)","Base","Combine","Agricultural Equipment","USA"
"sku1",2006,"John Deere","9760 STS","Base","Combine","Agricultural Equipment","USA"
"sku1",2007,"John Deere",2320,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"John Deere",3120,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"John Deere",3520,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"John Deere",4120,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"John Deere",4320,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"John Deere",4520,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"John Deere",5325,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"John Deere","7630 LARGE FRAME","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"John Deere","790 4WD OPT.","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"John Deere","8230 MFWD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"John Deere","8230T","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"John Deere","8430T","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"John Deere","9120 4WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"John Deere","9220 4WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"John Deere","9320 4WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"John Deere","9420T","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"John Deere","9520 4WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"John Deere","9520T","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"John Deere","9660 STS","Base","Combine","Agricultural Equipment","USA"
"sku1",2007,"John Deere",990,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"John Deere","S690 (EXPORT)","Base","Combine","Agricultural Equipment","USA"
"sku1",2008,"John Deere",2320,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2008,"John Deere",3320,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2008,"John Deere",3720,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2008,"John Deere",4720,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2008,"John Deere",5620,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2008,"John Deere","7130 & 7130 PREMIUM","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2008,"John Deere","7930 LARGE FRAME","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2008,"John Deere","9570 STS","Base","Combine","Agricultural Equipment","USA"
"sku1",2008,"John Deere","9670 STS","Base","Combine","Agricultural Equipment","USA"
"sku1",2008,"John Deere","990 4WD OPT.","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2008,"John Deere","S560 (EXPORT)","Base","Combine","Agricultural Equipment","USA"
"sku1",2009,"John Deere",2520,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2009,"John Deere",4120,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2009,"John Deere",5425,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2009,"John Deere",5525,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2009,"John Deere","5720 & 5820","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2009,"John Deere","7530 PREMIUM","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2009,"John Deere","790 4WD OPT.","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2009,"John Deere","8430 MFWD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2009,"John Deere",9230,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2009,"John Deere",9630,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2009,"John Deere","9670 STS","Base","Combine","Agricultural Equipment","USA"
"sku1",1994,"Johnson","TOMATO HARVESTR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1996,"Johnson","TOMATO HARVESTR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1998,"Johnson","TOMATO HARVESTR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",2000,"Johnson","TOMATO HARVESTR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",2001,"Johnson","TOMATO HARVESTR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",2003,"Johnson","TOMATO HARVESTR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",2004,"Johnson","TOMATO HARVESTR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1981,"Kilby","BOOM SHAKER","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1983,"Kilby","BOOM SHAKER","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1984,"Kilby","BOOM SHAKER","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1986,"Kilby","BOOM SHAKER","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1987,"Kilby","BOOM SHAKER","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1994,"Knight","COMPOST MIXER","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1996,"Knight","COMPOST MIXER","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1997,"Knight",3050,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1998,"Knight",3050,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1999,"Knight",3050,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",2004,"Knight",3050,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",2006,"Knight",3050,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",2009,"Knight",3050,"Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1991,"Kubota","M5400-4","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"Kubota","B7100","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"Kubota","L3600-2","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"Kubota","L4850","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"Kubota","M5400-4","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1993,"Kubota","L4850","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1994,"Kubota","L2900-2","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1994,"Kubota","L4850","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"L.T. Rich","Z-SPRAY JR","Base","Sprayer","Agricultural Equipment","USA"
"sku1",2007,"L.T. Rich","Z-SPRAY SS","Base","Sprayer","Agricultural Equipment","USA"
"sku1",2008,"L.T. Rich","Z-PLUGR","Base","Sprayer","Agricultural Equipment","USA"
"sku1",2008,"L.T. Rich","Z-SPRAY JR","Base","Sprayer","Agricultural Equipment","USA"
"sku1",2008,"L.T. Rich","Z-SPRAY SS","Base","Sprayer","Agricultural Equipment","USA"
"sku1",2000,"Lamborghini","CRONO F 75","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"Lamborghini","ERGOMATIC 70","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"Lamborghini","CRONO F 55","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"Lamborghini","CRONO F 65","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"Lamborghini","CRONO F 75","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"Lamborghini","PLUS 880","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"Lamborghini","RACING 165","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"Lamborghini","SPRINT 55 4WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"Lamborghini","SPRINT 75 2WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"Lamborghini","TRIUMPH 80","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"Lamborghini","CRONO F 65","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"Lamborghini","CROSS 70 4WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"Lamborghini","ERGOMATIC 90","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"Lamborghini","PLUS 660 2WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"Lamborghini","PLUS 880","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"Lamborghini","SPRINT 55 4WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"Lamborghini","SPRINT 65 2WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
