"make","model","trim","year start","year end","bp","hub","offset","thread","thread","suggested tire size","suggested tire size","with"
,,,,,,,,,,"plus-19","245/35-19",
,,,,,,,,,,"plus-20","255/30-20",
"LEXUS","GS450H","HYBRID",2007,2009,"5x114.3",60.1,"HIGH","12X1.5","NUT","oe-18","245/40-18",
,,,,,,,,,,"plus-19","245/35-19",
,,,,,,,,,,"plus-20","255/30-20",
"LEXUS","IS250","BASE",2006,2009,"5x114.3",60.1,"HIGH","12X1.5","NUT","f-oe-17","225/45-17","rwd"
,,,,,,,,,,"r-oe-17","245/45-17",
,,,,,,,,,,"f-oe-18","225/40-18",
,,,,,,,,,,"r-oe-18","225/40-18",
,,,,,,,,,,"plus-19","235/35-19",
,,,,,,,,,,"*plus-19","255/35-19",
"LEXUS","IS250","BASE",2006,2009,"5x114.3",60.1,"HIGH","12X1.5","NUT","oe-17","225/45-17","awd"
,,,,,,,,,,"plus-18","225/40-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"plus-20","225/30-20",
"LEXUS","IS300","BASE",2000,2005,"5x114.3",60.1,"HIGH","12X1.5","NUT","oe-16","205/55-16",
,,,,,,,,,,"oe-17","215/45-17",
,,,,,,,,,,"plus-18","215/40-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"plus-20","225/30-20",
"LEXUS","IS300","SPORT CROSS",2002,2005,"5x114.3",60.1,"HIGH","12X1.5","NUT","f-oe-17","215/45-17",
,,,,,,,,,,"r-oe-17","225/45-17",
,,,,,,,,,,"plus-18","215/40-18",
,,,,,,,,,,"*plus-18","225/40-18",
,,,,,,,,,,"plus-19","215/35-19",
,,,,,,,,,,"*plus-19","225/35-19",
"LEXUS","IS350","BASE",2006,2009,"5x114.3",60.1,"HIGH","12X1.5","NUT","f-oe-17","225/45-17",
,,,,,,,,,,"r-oe-17","245/45-17",
,,,,,,,,,,"plus-18","225/40-18",
,,,,,,,,,,"*plus-18","255/40-18",
,,,,,,,,,,"plus-19","235/35-19",
,,,,,,,,,,"*plus-19","255/35-19",
"LEXUS","ISF","BASE",2008,2009,"5x114.3",60.1,"HIGH","12X1.5","NUT","f-oe-19","225/40-19",
,,,,,,,,,,"r-oe-19","255/35-19",
,,,,,,,,,,"plus-20","225/35-20",
,,,,,,,,,,"*plus-20","255/30-20",
"LEXUS","LS350","BASE",1990,1992,"5x114.3",60.1,"HIGH","12X1.5","NUT","oe-16","205/55-16",
,,,,,,,,,,"oe-17","215/45-17",
,,,,,,,,,,"plus-18","215/40-18",
"LEXUS","LS400","BASE",1993,2000,"5x114.3",60.1,"HIGH","12X1.5","NUT","oe-16","225/60-16",
,,,,,,,,,,"plus-17","225/55-17",
,,,,,,,,,,"plus-18","235/45-18",
,,,,,,,,,,"plus-19","245/40-19",
,,,,,,,,,,"plus-20","245/35-20",
"LEXUS","LS430","BASE",2001,2006,"5x114.3",60.1,"HIGH","12X1.5","NUT","oe-16","225/60-16",
,,,,,,,,,,"oe-17","225/55-17",
,,,,,,,,,,"oe-18","245/45-18",
,,,,,,,,,,"plus-17","245/50-17",
,,,,,,,,,,"plus-18","245/45-18",
,,,,,,,,,,"plus-19","245/40-19",
,,,,,,,,,,"plus-20","245/35-20",
"LEXUS","LS460","BASE",2007,2009,"5x120",60.1,"S/O","12X1.5","NUT","oe-18","235/50-18","s/o speacial offset"
,,,,,,,,,,"oe-19","245/45-19",
,,,,,,,,,,"plus-20","245/40-20",
"LEXUS","LS HL","HYBRID",2007,2009,"5x120",60.1,"S/O","12X1.5","NUT","oe-18","235/50-18","s/o speacial offset"
,,,,,,,,,,"oe-19","245/45-19",
,,,,,,,,,,"plus-20","245/40-20",
"LEXUS","SC300","BASE",1992,2000,"5x114.3",60.1,"HIGH","12X1.5","NUT","oe-15","215/60-15",
,,,,,,,,,,"oe-16","225/55-16",
,,,,,,,,,,"plus-17","235/45-17",
,,,,,,,,,,"plus-18","235/40-18",
,,,,,,,,,,"plus-19","235/35-19",
,,,,,,,,,,"plus-20","225/30-20",
"LEXUS","SC400","BASE",1992,2000,"5x114.3",60.1,"HIGH","12X1.5","NUT","oe-16","225/55-16",
,,,,,,,,,,"plus-17","235/45-17",
,,,,,,,,,,"plus-18","235/40-18",
,,,,,,,,,,"plus-19","235/35-19",
,,,,,,,,,,"plus-20","225/30-20",
"LEXUS","SC430","BASE",2002,2008,"5x114.3",60.1,"HIGH","12X1.5","NUT","oe-18","245/40-18",
,,,,,,,,,,"plus-18","245/40-18",
,,,,,,,,,,"*plus-18","275/35-18",
,,,,,,,,,,"plus-19","245/35-19",
,,,,,,,,,,"*plus-19","275/30-19",
"LEXUS","SE330","BASE",1991,1997,"5x114.3",60.1,"HIGH","12X1.5","NUT","oe-16","225/55-16",
,,,,,,,,,,"plus-17","235/45-17",
,,,,,,,,,,"plus-18","235/40-18",
,,,,,,,,,,"plus-19","235/35-19",
,,,,,,,,,,"plus-20","225/30-20",
"LEXUS","GX470","BASE",2003,2009,"6x139.7",106,"LOW","12X1.5","NUT","oe-17","265/65-17",
,,,,,,,,,,"plus-18","265/60-18",
,,,,,,,,,,"plus-20","265/50-20",
"LEXUS","LX450","BASE",1996,1997,"6x139.7",106,"LOW","12X1.5","NUT","oe-16","275/60-16",
,,,,,,,,,,"plus-17","275/60-17",
,,,,,,,,,,"plus-18","265/55-18",
,,,,,,,,,,"plus-20","305/40-20",
"LEXUS","LX470","BASE",1998,2007,"5x120",110,"HIGH","14X1.5","NUT","oe-16","275/70-16",
,,,,,,,,,,"oe-18","275/60-18",
,,,,,,,,,,"plus-17","285/60-17",
,,,,,,,,,,"plus-20","285/50-20",
"LEXUS","LX570","BASE",2008,2009,"5x120",110,"HIGH","14X1.5","NUT","oe-20","285/50-20",
,,,,,,,,,,"plus-22","285/45-22",
,,,,,,,,,,"plus-24","285/35-24",
"LEXUS","RX300","BASE",1999,2003,"5x114.3",60.1,"HIGH","12X1.5","NUT","oe-16","225/70-16",
,,,,,,,,,,"plus-17","235/60-17",
,,,,,,,,,,"plus-18","235/55-18",
,,,,,,,,,,"plus-19","245/45-20",
"LEXUS","RX330","BASE",2004,2006,"5x114.3",60.1,"HIGH","12X1.5","NUT","oe-17","225/65-17",
,,,,,,,,,,"oe-18","235/55-18",
,,,,,,,,,,"plus-19","255/50-19",
,,,,,,,,,,"plus-20","255/45-20",
"LEXUS","RX350","BASE",2007,2009,"5x114.3",60.1,"HIGH","12X1.5","NUT","oe-17","225/65-17","rwd,awd"
,,,,,,,,,,"oe-18","235/55-18",
,,,,,,,,,,"plus-19","255/50-19",
,,,,,,,,,,"plus-20","255/45-20",
"LEXUS","RX400H","BASE",2007,2009,"5x114.3",60.1,"HIGH","12X1.5","NUT","oe-17","225/65-17","fwd,awd"
,,,,,,,,,,"oe-18","235/55-18",
,,,,,,,,,,"plus-19","255/50-19",
,,,,,,,,,,"plus-20","255/45-20",
"LINCOLN","CONTINENTAL","BASE",1991,2003,"5x108",63.4,"HIGH","12X1.5","NUT","oe-15","205/70-15",
,,,,,,,,,,"oe-16","225/60-16",
,,,,,,,,,,"plus-17","255/55-17",
,,,,,,,,,,"plus-18","245/45-18",
,,,,,,,,,,"plus-19","245/40-19",
,,,,,,,,,,"plus-20","245/35-20",
"LINCOLN","LS","BASE",2000,2006,"5x108",63.4,"HIGH","12X1.5","NUT","oe-16","215/60-16",
,,,,,,,,,,"oe-16","225/55-16",
,,,,,,,,,,"oe-17","235/50-17",
,,,,,,,,,,"plus-18","245/40-18",
,,,,,,,,,,"plus-19","245/35-19",
,,,,,,,,,,"plus-20","245/30-20",
"LINCOLN","MK VIII","BASE",1993,1998,"5x108",63.4,"HIGH","12X1.5","NUT","oe-16","225/60-16",
,,,,,,,,,,"plus-17","225/55-17",
,,,,,,,,,,"plus-17","245/50-17",
,,,,,,,,,,"plus-18","245/45-18",
,,,,,,,,,,"plus-19","245/40-19",
,,,,,,,,,,"plus-20","245/35-20",
"LINCOLN","MKS","BASE",2009,2009,"5x114.3",63.4,"HIGH","12X1.5","NUT","oe-18","235/55-18",
,,,,,,,,,,"oe-19","255/45-19",
,,,,,,,,,,"oe-20","245/45-20",
,,,,,,,,,,"plus-22","255/30-22",
"LINCOLN","MKZ","BASE",2007,2009,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-17","225/50-17",
,,,,,,,,,,"plus-18","225/45-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"LINCOLN","TOWN CAR","BASE",1991,2002,"5x114.3",70.5,"LOW","1/2""","NUT","oe-15","215/70-15",
,,,,,,,,,,"oe-16","225/60-16",
,,,,,,,,,,"plus-17","225/55-17",
,,,,,,,,,,"plus-17","245/50-17",
,,,,,,,,,,"plus-18","245/45-18",
,,,,,,,,,,"plus-20","245/40-19",
"LINCOLN","TOWN CAR","BASE",2003,2009,"5x114.3",70.3,"HIGH","1/2""","NUT","oe-17","225/60-17",
,,,,,,,,,,"plus-18","245/50-18",
,,,,,,,,,,"plus-19","245/45-19",
,,,,,,,,,,"plus-20","245/40-20",
"LINCOLN","ZEPHYR","BASE",2006,2006,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-17","225/50-17",
,,,,,,,,,,"plus-18","225/45-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"LINCOLN","AVIATOR","BASE",2003,2005,"5x114.3",70.5,"HIGH","1/2""","NUT","oe-17","245/65-17",
"LINCOLN","BLACKWOOD","BASE",2002,2002,"5x135",87,"LOW","14X1.5","NUT","oe-18","275/55-18",
,,,,,,,,,,"plus-20","275/45-20",
,,,,,,,,,,"plus-22","285/40-22",
,,,,,,,,,,"plus-24","285/30-24",
"LINCOLN","MARK LT","BASE",2006,2008,"6x135",87,"HIGH","14X1.5","NUT","oe-18","265/60-18","2wd"
,,,,,,,,,,"oe-18","275/65-18",
,,,,,,,,,,"oe-20","275/55-20",
,,,,,,,,,,"plus-22","275/45-22",
,,,,,,,,,,"plus-24","295/35-24",
"LINCOLN","MARK LT","BASE",2006,2008,"6x135",87,"HIGH","14X1.5","NUT","oe-18","265/60-18","4wd"
,,,,,,,,,,"oe-18","275/65-18",
,,,,,,,,,,"oe-20","275/55-20",
,,,,,,,,,,"plus-22","275/45-22",
,,,,,,,,,,"plus-24","295/35-24",
"LINCOLN","MKX","BASE",2007,2009,"5x114.3",70.6,"HIGH","1/2""","NUT","oe-18","245/60-18",
,,,,,,,,,,"oe-20","245/50-20",
,,,,,,,,,,"plus-20","265/50-20",
,,,,,,,,,,"plus-22","265/40-22",
"LINCOLN","NAVIGATOR","BASE",1998,1999,"5x135",87,"LOW","12X1.5","NUT","oe-16","245/75-16",
,,,,,,,,,,"oe-17","275/60-17",
,,,,,,,,,,"plus-18","275/55-18",
,,,,,,,,,,"plus-20","275/45-20",
,,,,,,,,,,"plus-22","285/40-22",
,,,,,,,,,,"plus-24","285/30-24",
"LINCOLN","NAVIGATOR","BASE",2000,2002,"5x135",87,"LOW","14X1.5","NUT","oe-16","245/75-16",
,,,,,,,,,,"oe-17","275/60-17",
,,,,,,,,,,"plus-18","275/55-18",
,,,,,,,,,,"plus-20","275/45-20",
,,,,,,,,,,"plus-22","285/40-22",
,,,,,,,,,,"plus-24","285/30-24",
"LINCOLN","NAVIGATOR","BASE",2003,2009,"5x135",87,"LOW","14X1.5","NUT","oe-18","255/70-18",
,,,,,,,,,,"oe-20","275/55-20",
,,,,,,,,,,"plus-22","275/45-22",
,,,,,,,,,,"plus-24","295/35-24",
"MAYBACH",57,"BASE",2004,2009,"5x112",66.56,"HIGH","14X1.5","BOLT","oe-19","275/50-19"," oe tire is ""reinforced"" with ""extra load"" rating"
"MAYBACH","57S","BASE",2004,2009,"5x112",66.56,"HIGH","14X1.5","BOLT","oe-20","275/45-20"," oe tire is ""reinforced"" with ""extra load"" rating"
"MAYBACH",62,"BASE",2004,2009,"5x112",66.56,"HIGH","14X1.5","BOLT","oe-19","275/50-19"," oe tire is ""reinforced"" with ""extra load"" rating"
"MAYBACH","62S","BASE",2004,2009,"5x112",66.56,"HIGH","14X1.5","BOLT","oe-20","275/45-20"," oe tire is ""reinforced"" with ""extra load"" rating"
"MAZDA",3,"I",2004,2009,"5x114.3",67.1,"HIGH+","12X1.5","NUT","oe-15","195/65-15",
,,,,,,,,,,"oe-16","205/55-16",
,,,,,,,,,,"oe-17","205/50-17",
,,,,,,,,,,"plus-18","215/40-18",
,,,,,,,,,,"plus-19","215/35-19",
"MAZDA",3,"S",2004,2009,"5x114.3",67.1,"HIGH+","12X1.5","NUT","oe-15","195/65-15",
,,,,,,,,,,"oe-16","205/55-16",
,,,,,,,,,,"oe-17","205/50-17",
,,,,,,,,,,"plus-18","215/40-18",
,,,,,,,,,,"plus-19","215/35-19",
"MAZDA",3,"MAZDASPEED3",2007,2009,"5x114.3",67.1,"HIGH+","12X1.5","NUT","oe-18","215/45-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"plus-20","225/30-20",
"MAZDA",5,"SPORT-TOURING",2006,2009,"5x114.3",67.1,"HIGH+","12X1.5","NUT","oe-17","205/50-17",
,,,,,,,,,,"plus-18","225/40-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"plus-20","225/30-20",
"MAZDA",6,"I MAZDASPEED",2003,2008,"5x114.3",67.1,"HIGH+","12X1.5","NUT","oe-16","205/60-16",
,,,,,,,,,,"oe-17","215/50-17",
,,,,,,,,,,"oe-18","215/45-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"plus-20","225/30-20",
"MAZDA",6,"S MAZDASPEED",2003,2008,"5x114.3",67.1,"HIGH+","12X1.5","NUT","oe-16","205/60-16",
,,,,,,,,,,"oe-17","215/50-17",
,,,,,,,,,,"oe-18","215/45-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"plus-20","225/30-20",
"MAZDA",6,"I",2009,2009,"5x114.3",67.1,"HIGH+","12X1.5","NUT","oe-16","205/65-16",
,,,,,,,,,,"oe-17","215/55-17",
,,,,,,,,,,"oe-18","235/45-18",
,,,,,,,,,,"plus-19","235/40-19",
,,,,,,,,,,"plus-20","235/35-20",
"MAZDA",6,"S",2009,2009,"5x114.3",67.1,"HIGH+","12X1.5","NUT","oe-16","205/65-16",
,,,,,,,,,,"oe-17","215/55-17",
,,,,,,,,,,"oe-18","235/45-18",
,,,,,,,,,,"plus-19","235/40-19",
,,,,,,,,,,"plus-20","235/35-20",
"MAZDA",626,"BASE",1993,1999,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-14","185/70-14",
,,,,,,,,,,"oe-14","195/65-14",
,,,,,,,,,,"oe-15","205/55-15",
,,,,,,,,,,"plus-16","205/50-16",
,,,,,,,,,,"plus-17","215/40-17",
,,,,,,,,,,"plus-18","215/35-18",
"MAZDA",626,"BASE",2000,2002,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-15","205/60-15",
,,,,,,,,,,"oe-16","205/55-16",
,,,,,,,,,,"plus-17","215/45-17",
,,,,,,,,,,"plus-18","215/40-18",
"MAZDA",926,"BASE",1990,1995,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-15","205/65-15",
,,,,,,,,,,"plus-16","215/55-16",
,,,,,,,,,,"plus-17","215/50-17",
,,,,,,,,,,"plus-18","225/40-18",
"MAZDA","MIATA","BASE",1990,2005,"4x100",54.1,"HIGH","12X1.5","NUT","oe-14","285/60-14",
,,,,,,,,,,"oe-15","295/50-15",
,,,,,,,,,,"oe-17","205/45-16",
,,,,,,,,,,"plus-17","205/40-17",
"MAZDA","MX-5 MIATA","TOURING ",2006,2009,"5x114.3",67.1,"HIGH+","12X1.5","NUT","oe-16","205/50-16",
,,,,,,,,,,"oe-17","205/45-17",
,,,,,,,,,,"plus-18","205/40-18",
"MAZDA","MX-5 MIATA","SPORT",2006,2009,"5x114.3",67.1,"HIGH+","12X1.5","NUT","oe-16","205/50-16",
,,,,,,,,,,"oe-17","205/45-17",
,,,,,,,,,,"plus-18","205/40-18",
"MAZDA","MILLENIA","BASE",1995,2003,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-15","205/65-15",
,,,,,,,,,,"oe-16","215/55-16",
,,,,,,,,,,"oe-17","215/50-17",
,,,,,,,,,,"plus-18","225/40-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"plus-20","225/30-20",
"MAZDA","PROTêêEGE","DX",1990,2003,"4x100",54.1,"HIGH","12X1.5","NUT","oe-13","175/70-13","4lug"
,,,,,,,,,,"oe-14","185/65-14",
,,,,,,,,,,"oe-15","195/55-15",
,,,,,,,,,,"plus-16","205/45-16",
,,,,,,,,,,"plus-17","205/40-17",
,,,,,,,,,,"plus-18","215/35-18",
"MAZDA","PROTêêEGE","LX",1990,2003,"4x100",54.1,"HIGH","12X1.5","NUT","oe-13","175/70-13","4lug"
,,,,,,,,,,"oe-14","185/65-14",
,,,,,,,,,,"oe-15","195/55-15",
,,,,,,,,,,"plus-16","205/45-16",
,,,,,,,,,,"plus-17","205/40-17",
,,,,,,,,,,"plus-18","215/35-18",
"MAZDA","PROTêêEGE","SE",1990,2003,"4x100",54.1,"HIGH","12X1.5","NUT","oe-13","175/70-13","4lug"
,,,,,,,,,,"oe-14","185/65-14",
,,,,,,,,,,"oe-15","195/55-15",
,,,,,,,,,,"plus-16","205/45-16",
,,,,,,,,,,"plus-17","205/40-17",
,,,,,,,,,,"plus-18","215/35-18",
"MAZDA","PROTêêEGE","ES",2001,2003,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-16","195/50-16","5lug"
,,,,,,,,,,"plus-17","205/40-17",
,,,,,,,,,,"plus-18","215/35-18",
"MAZDA","PROTêêEGE","MP3",2001,2003,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-16","195/50-16","5lug"
,,,,,,,,,,"plus-17","205/40-17",
,,,,,,,,,,"plus-18","215/35-18",
"MAZDA","PROTêêEGE",5,2001,2003,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-16","195/50-16","5lug"
,,,,,,,,,,"plus-17","205/40-17",
,,,,,,,,,,"plus-18","215/35-18",
"MAZDA","PROTêêEGE","MAZDASPEED",2003,2003,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-17","215/45-17","5lug"
,,,,,,,,,,"plus-18","215/40-18",
,,,,,,,,,,"plus-19","215/35-19",
"MAZDA","RX6","BASE",1990,1992,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-16","225/50-16",
,,,,,,,,,,"plus-17","225/45-17",
"MAZDA","RX-7","BASE",1993,1995,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-16","225/50-16",
,,,,,,,,,,"plus-17","225/45-17",
,,,,,,,,,,"plus-18","225/40-18",
"MAZDA","RX-8","BASE",2004,2009,"5x114.3",67.1,"HIGH+","12X1.5","NUT","oe-16","225/55-16",
,,,,,,,,,,"oe-18","225/45-18",
,,,,,,,,,,"plus-17","225/50-17",
,,,,,,,,,,"plus-18","225/45-18",
,,,,,,,,,,"*plus-18","245/40-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"*plus-19","245/35-19",
"MAZDA","RX-8","R3",2009,2009,"5x114.3",67.1,"HIGH+","12X1.5","NUT","oe-18","225/45-18",
,,,,,,,,,,"oe-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"MAZDA","B SERIES","BASE",1994,2009,"5x114.3",70.5,"MID","1/2""","NUT","oe-14","225/70-14","2wd"
,,,,,,,,,,"oe-15","225/70-15",
,,,,,,,,,,"plus-16","235/60-16",
,,,,,,,,,,"plus-17","255/50-17",
,,,,,,,,,,"plus-18","255/45-18",
"MAZDA","B SERIES","BASE",1994,2009,"5x114.3",70.5,"MID","1/2""","NUT","oe-15","235/75-15","4wd"
,,,,,,,,,,"oe-16","245/75-16",
,,,,,,,,,,"oe-16","255/70-16",
,,,,,,,,,,"plus-17","265/65-17",
,,,,,,,,,,"plus-18","26/60-18",
"MAZDA","CX-7","BASE",2007,2009,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-18","235/60-18",
,,,,,,,,,,"plus-19","255/50-19",
,,,,,,,,,,"plus-20","255/45-20",
"MAZDA","CX-9","BASE",2007,2009,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-18","245/60-18",
,,,,,,,,,,"oe-20","245/50-20",
"MAZDA","MPV","BASE",1999,2006,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-15","205/65-15","with oe 15 and oe 16"
,,,,,,,,,,"oe-16","215/60-16",
,,,,,,,,,,"plus-17","225/50-17",
,,,,,,,,,,"plus-18","225/45-18",
"MAZDA","MPV","BASE",2003,2006,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-17","215-60-17","with oe 17"
,,,,,,,,,,"plus-18","235/50-18",
"MAZDA","TRIBUTE","BASE",2001,2006,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-15","225/70-15","rwd,awd"
,,,,,,,,,,"oe-16","215/70-16",
,,,,,,,,,,"oe-16","235/70-16",
,,,,,,,,,,"plus-16","255/65-16",
,,,,,,,,,,"plus-17","255/60-17",
,,,,,,,,,,"plus-18","255/55-18",
"MAZDA","TRIBUTE","I",2008,2009,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-16","235/70-16",
,,,,,,,,,,"plus-17","235/65-17",
,,,,,,,,,,"plus-18","235/60-18",
,,,,,,,,,,"plus-20","245/45-20",
"MAZDA","TRIBUTE","S",2008,2009,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-16","235/70-16",
,,,,,,,,,,"plus-17","235/65-17",
,,,,,,,,,,"plus-18","235/60-18",
,,,,,,,,,,"plus-20","245/45-20",
"MAZDA","TRIBUTE","HYBRID",2008,2009,"5x114.3",67.1,"HIGH","12X1.5","NUT","oe-16","235/70-16",
,,,,,,,,,,"plus-17","235/65-17",
,,,,,,,,,,"plus-18","235-60-18",
,,,,,,,,,,"plus-20","245/45-20",
"MERCEDES","C CLASS",230,1994,2007,"5x112",66.56,"HIGH","12X1.5","BOLT","oe-15","295/65-15",
,,,,,,,,,,"oe-15","205/60-15",
,,,,,,,,,,"oe-16","205/55-16",
,,,,,,,,,,"oe-16","225/50-16",
,,,,,,,,,,"oe-17","225/45-17",
,,,,,,,,,,"f-oe-17","225/45-17",
,,,,,,,,,,"r-oe-17","245/40-17",
,,,,,,,,,,"plus-18","225/40-18",
,,,,,,,,,,"*plus-18","245/35-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"*plus-19","225/30-19",
"MERCEDES","C CLASS",280,1994,2007,"5x112",66.56,"HIGH","12X1.5","BOLT","oe-15","295/65-15",
,,,,,,,,,,"oe-15","205/60-15",
,,,,,,,,,,"oe-16","205/55-16",
,,,,,,,,,,"oe-16","225/50-16",
,,,,,,,,,,"oe-17","225/45-17",
,,,,,,,,,,"f-oe-17","225/45-17",
,,,,,,,,,,"r-oe-17","245/40-17",
,,,,,,,,,,"plus-18","225/40-18",
,,,,,,,,,,"*plus-18","245/35-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"*plus-19","225/30-19",
"MERCEDES","C CLASS",350,1994,2007,"5x112",66.56,"HIGH","12X1.5","BOLT","oe-15","295/65-15",
,,,,,,,,,,"oe-15","205/60-15",
,,,,,,,,,,"oe-16","205/55-16",
,,,,,,,,,,"oe-16","225/50-16",
,,,,,,,,,,"oe-17","225/45-17",
,,,,,,,,,,"f-oe-17","225/45-17",
,,,,,,,,,,"r-oe-17","245/40-17",
,,,,,,,,,,"plus-18","225/40-18",
,,,,,,,,,,"*plus-18","245/35-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"*plus-19","225/30-19",
"MERCEDES","C55","AMG",2005,2006,"5x112",66.56,"HIGH","12X1.5","BOLT","f-oe-18","225/40-18",
,,,,,,,,,,"r-oe-18","245/3518",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"*plus-19","255/30-19",
"MERCEDES","C CLASS",300,2008,2009,"5x112",66.56,"HIGH","12X1.5","BOLT","oe-17","225/45-17",
,,,,,,,,,,"f-oe-17","225/45-17",
,,,,,,,,,,"r-oe-17","245/40-17",
,,,,,,,,,,"f-oe-18","225/40-18",
,,,,,,,,,,"r-oe-18","255/35-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"*plus-19","255/30-19",
"MERCEDES","C CLASS",350,2008,2009,"5x112",66.56,"HIGH","12X1.5","BOLT","oe-17","225/45-17",
,,,,,,,,,,"f-oe-17","225/45-17",
,,,,,,,,,,"r-oe-17","245/40-17",
,,,,,,,,,,"f-oe-18","225/40-18",
,,,,,,,,,,"r-oe-18","255/35-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"*plus-19","255/30-19",
"MERCEDES","C63","AMG",2008,2009,"5x112",66.56,"HIGH","12X1.5","BOLT","f-oe-18","235/40-18",
,,,,,,,,,,"r-oe-18","255/35-18",
,,,,,,,,,,"plus-19","235/35-19",
,,,,,,,,,,"*plus-19","255/30-19",
"MERCEDES","CL CLASS",500,1997,2006,"5x112",66.56,"HIGH","14X1.5","BOLT","oe-16","235/60-16",
,,,,,,,,,,"oe-17","225/55-17",
,,,,,,,,,,"oe-18","245/45-18",
,,,,,,,,,,"f-oe-18","245/45-18",
,,,,,,,,,,"r-oe-18","265/40-18",
,,,,,,,,,,"plus-19","245/40-19",
,,,,,,,,,,"*plus-19","275/35-19",
"MERCEDES","CL CLASS",600,1997,2006,"5x112",66.56,"HIGH","14X1.5","BOLT","oe-16","235/60-16",
,,,,,,,,,,"oe-17","225/55-17",
,,,,,,,,,,"oe-18","245/45-18",
,,,,,,,,,,"f-oe-18","245/45-18",
,,,,,,,,,,"r-oe-18","265/40-18",
,,,,,,,,,,"plus-19","245/40-19",
,,,,,,,,,,"*plus-19","275/35-19",
"MERCEDES","CL CLASS",550,2007,2009,"5x112",66.56,"HIGH","14X1.5","BOLT","oe-18","255/45-18",
,,,,,,,,,,"f-oe-18","255/45-18",
,,,,,,,,,,"r-oe-18","275/45-18",
,,,,,,,,,,"f-oe-19","255/40-19",
,,,,,,,,,,"r-oe-19","275/40-19",
,,,,,,,,,,"plus-20","255/35-20",
,,,,,,,,,,"*plus-20","275/35-20",
"MERCEDES","CL CLASS",600,2007,2009,"5x112",66.56,"HIGH","14X1.5","BOLT","oe-18","255/45-18",
,,,,,,,,,,"f-oe-18","255/45-18",
,,,,,,,,,,"r-oe-18","275/45-18",
,,,,,,,,,,"f-oe-19","255/40-19",
,,,,,,,,,,"r-oe-19","275/40-19",
,,,,,,,,,,"plus-20","255/35-20",
,,,,,,,,,,"*plus-20","275/35-20",
"MERCEDES","CL55","AMG",2001,2006,"5x112",66.56,"HIGH","14X1.5","BOLT","f-oe-19","245/40-19",
,,,,,,,,,,"r-oe-19","275/35-19",
,,,,,,,,,,"plus-20","245/35-20",
,,,,,,,,,,"*plus-20","275/30-20",
"MERCEDES","CL65","AMG",2001,2006,"5x112",66.56,"HIGH","14X1.5","BOLT","f-oe-19","245/40-19",
,,,,,,,,,,"r-oe-19","275/35-19",
,,,,,,,,,,"plus-20","245/35-20",
,,,,,,,,,,"*plus-20","275/30-20",
"MERCEDES","CL63","AMG",2008,2009,"5x112",66.56,"HIGH","14X1.5","BOLT","f-oe-19","255/40-19",
,,,,,,,,,,"r-oe-19","275/40-19",
,,,,,,,,,,"f-oe-20","255/35-20",
,,,,,,,,,,"r-oe-20","275/35-20",
"MERCEDES","CL65","AMG",2008,2009,"5x112",66.56,"HIGH","14X1.5","BOLT","f-oe-19","255/40-19",
,,,,,,,,,,"r-oe-19","275/40-19",
